Id,Name,TargetTag,Condition,MappingsJson,Priority,IsActive,Description
6e8962ea-1509-4652-a5cf-d428ba7ddf4b,"매트기초(구조기초카테고리)","건축_골조_기초_매트기초","[TypeParameters.유형 이름] CONTAINS ""매트기초""","{""DescriptionRef"":""${TypeParameters.유형 이름}"",""VolumeRef"":""${체적}"",""AreaRef"":""${면적}"",""PerimeterRef"":""${둘레}"",""ThicknessRef"":""${두께}""}",100,True,""
