순번,년도,공사번호,유형,유형ID,1,주공사 공사명,"연면적
(㎡)","대지면적
(㎡)","건축면적
(㎡)","조경면적
(㎡)","기준층 층고
(m)","최고높이
(m)",최대지하 층 수,최대지상 층 수,공사일 수,주차대수,내진등급,건축,기계,토목,조경,전기,통신,소방,합계,,가설공사,기초공사,철근콘크리트공사,철골공사,조적공사,방수공사,석공사,타일공사,금속공사(지붕및홈통공사 포함),미장공사,창호및유리공사,목공사및수장공사(인테리어공사 포함),도장공사,해체및 철거공사,폐기물처리비,골재비및운반비,작업부산물,품질시험비,기타공사,기계소계,전기소계,통신소계,소방소계,토목소계,조경소계,총 공사비,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,2016,2016_10131,여객터미널,11,,인천항 국제여객터미널 신축공사,66805.47,313480,37561.22,13227.49,4.5,36.18,0,5,881,902,자료없음,"86,516,800,711","25,114,876,858","17,715,460,345","4,683,796,100","14,061,147,336","13,198,147,119","9,049,333,280","170,339,561,749",,"88,065,553.42","681,358.25","173,746,352.98","155,179,340.75","8,516,978.09","22,825,501.27","22,995,840.84","2,725,432.99","203,726,115.85","11,583,090.20","68,476,503.82","187,714,197.05","25,380,594.70", -   , -   ,"8,005,959.40","-1,533,056.06","1,192,376.93","21,122,105.66","217,864,299.48","120,259,730.59","71,883,295.06","117,534,297.61","107,143,584.34","68,476,503.82","170,339,561,749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,2016,2016_10132,여객터미널,11,,속초항 국제여객터미널 신축공사(건축),9908.17,37930.46,5854.57,589.77,6,16.5,0,3,480,112,자료없음,"19,069,720,119","3,505,650,500","2,521,776,899","494,682,819","4,887,856,360","2,776,087,263","831,186,895","34,086,960,855",,"18,202,437.10","4,226,783.15","24,099,481.32","62,072,355.72","1,329,391.47","7,090,087.86","6,749,218.25","3,579,130.89","41,517,918.32","5,419,826.78","17,997,915.33","16,123,132.48","3,613,217.85", -   , -   ,"1,704,348.04","-238,608.73", -   ,"5,931,131.19","29,826,090.75","28,121,742.71","13,907,480.03","12,100,871.10","28,803,481.92","8,658,088.06","34,086,960,855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,2016,2016_10133,주차시설,1,,하남시 지역현안사업2지구 주차빌딩 건립공사,17827.62,46280,7032.21,9017.1,0,29.58,1,6,365,368,0,"13,948,344,785","622,052,504","484,037,188","193,868,749","2,056,281,715","934,015,234","1,371,402,881","19,610,003,056",,"21,786,713.40","7,510,631.17","44,259,776.90", -   ,"2,627,740.41","7,098,821.11","3,588,630.56","823,620.13","23,826,153.71","6,824,281.06","9,236,311.44","13,707,392.14","1,666,850.26", -   , -   ,"980,500.15","-117,660.02", -   ,"627,520.10","4,922,110.77","13,217,142.06","8,569,571.34","17,119,532.67","5,078,990.79","2,706,180.42","19,610,003,056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,2017,2017_10001,일반청사,3,,통일문화센터 시설공사(건축),8058.32,2000,982.88,337.36,3.9,30.98,2,7,600,40,자료없음,"8,468,436,942","2,877,609,571","2,303,380,614","128,897,582","2,044,508,312","911,603,520","519,914,513","17,254,351,054",,"9,334,603.92","1,811,706.86","21,291,869.20","120,780.46","10,628,680.25","2,363,846.09","224,306.56","2,674,424.41","3,899,483.34","2,243,065.64","7,074,283.93","14,062,296.11","2,674,424.41", -   , -   ,"776,445.80","-69,017.40","34,508.70","17,495,911.97","17,392,385.86","15,149,320.23","5,745,698.90","6,556,653.40","29,263,379.39","1,777,198.16","17,254,351,054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,2017,2017_10002,일반청사,3,,헌법재판소 청사증축 사업,7800,"16,808,6",1362.21,5269.31,4,11.65,3,2,720,121,자료없음,"7,222,448,242","2,697,128,429","2,271,024,277","459,061,076","1,333,519,780","919,195,921","869,299,989","15,771,677,714",,"7,081,483.29", -   ,"19,588,423.72", -   ,"2,003,003.07","3,327,824.00","11,150,576.14","346,976.91","3,974,462.78","1,892,601.33","4,904,991.77","17,206,900.39","930,528.99","804,355.56", -   ,"425,835.30", -   ,"630,867.11","4,384,526.40","15,787,449.39","11,828,758.29","4,873,448.41","11,229,434.53","29,051,430.35","6,324,442.76","15,771,677,714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,2017,2017_10003,일반청사,3,,"한국국토정보공사 단양지사 사옥신축(건축,토목,기계설비)",792,1083.8,202.4,1157.62,4.8,28.5,1,3,300,51,자료없음,"1,239,165,000", - , - , - ,"140,043,000","57,852,000","18,789,000","1,455,849,000",, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,"1,455,849,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,2017,2017_10004,일반청사,3,,군산세무서 청사 신축,5189.82,7029.4,1481.39,1955.46,3.9,19.8,1,4,480,104,내진등급 - 내진설계특등급,"6,472,882,362","1,192,514,174","377,265,803","256,637,647","1,815,882,498","857,173,120","381,817,122","11,354,172,726",,"6,505,940.97","5,438,648.74","16,077,508.58","579,062.81","1,703,125.91","3,315,418.44","7,720,837.45","1,021,875.55","3,883,127.07","1,260,313.17","6,346,982.55","10,457,193.08","1,441,979.94", -   , -   ,"431,458.56","-56,770.86","158,958.42","3,860,418.73","9,219,588.25","11,217,922.65","9,844,067.75","5,222,919.45","3,973,960.45","3,917,189.59","11,354,172,726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,2017,2017_10005,일반청사,3,,서울북부광역등기소 청사 신축 공사(건축),4507.39,1703.5,994.5,263.81,0,18.75,1,4,450,30,자료없음,"5,016,047,241","671,671,447","1,293,864,198", - ,"1,028,846,830","599,530,335","457,914,553","9,067,874,604",,"5,232,163.65","1,097,212.83","15,061,739.72", -   ,"1,994,932.41","2,285,104.40","4,452,326.43","807,040.84","3,291,638.48","1,314,841.82","3,282,570.61","6,102,679.61","933,991.08", -   , -   ,"507,800.98","-45,339.37","72,543.00","652,886.97","8,868,381.36","8,016,001.15","4,760,634.17","5,404,453.26","16,603,278.40", -   ,"9,067,874,604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,2017,2017_10006,일반청사,3,,"한국국토정보공사 영동지사 사옥신축(건축,토목,기계설비)",759.15,1537,283.41,105,3.9,자료없음,0,3,300,14,자료없음,"1,242,661,000", - , - , - ,"131,077,000","50,725,000","20,080,000","1,444,543,000",, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,"1,444,543,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,2017,2017_10007,일반청사,3,,"마산세무서 청사신축공사 건축(토목,조경,기계,지정폐기물 해제 포함)",9360.74,4955,1101.36,1138.49,3.9,30.7,1,7,660,100,자료없음,"11,926,925,866","801,268,122","1,205,630,603","424,810,347","1,916,569,185","1,552,045,089","533,813,671","18,361,062,883",,"12,944,549.33","7,583,118.97","24,420,213.63","642,637.20","3,323,352.38","8,391,005.74","12,301,912.13","1,487,246.09","6,408,010.95","2,074,800.11","5,875,540.12","11,402,220.05","3,194,824.94","2,643,993.06", -   ,"973,136.33", -   , -   ,"12,044,857.25","10,998,276.67","11,549,108.55","16,543,317.66","6,518,177.32","16,451,512.34","5,893,901.19","18,361,062,883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,2017,2017_10008,일반청사,3,,"영덕세무서 울진지서 신축공사(건축, 토목, 기계)",1371,4958,708.96,802.59,3.9,자료없음,1,2,420,14,자료없음,"1,647,718,000", - , - , - ,"166,759,000","175,165,000","46,403,000","2,036,045,000",, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,036,045,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,2017,2017_10009,일반청사,3,,한국국토정보공사 제주지역본부 사옥 신축공사(건축),4210.91,860.7,514.3,142.7,3.9,36.85,2,8,730,37,자료없음,"5,825,772,438","299,780,753","1,338,717,646", - ,"1,084,514,482","590,891,275","388,648,522","9,528,325,116",,"5,850,391.62", -   ,"17,732,213.04", -   ,"1,810,381.77","2,286,798.03","5,697,938.42","1,391,135.47","3,544,536.94","1,905,665.02","4,745,105.91","8,261,057.88","1,048,115.76","1,429,248.77", -   ,"457,359.61","-428,774.63", -   ,"743,209.36","4,030,481.52","7,708,415.02","4,163,878.08","4,878,502.46","18,027,591.12", -   ,"9,528,325,116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,2017,2017_10010,일반청사,3,,서울서부광역등기소 신축 건축공사,4856.98,2200.6,1096.84,343.04,4.2,18.93,1,4,450,28,자료없음,"4,807,375,983","1,723,037,492","814,620,301","126,537,749","1,308,165,283","425,804,218","518,187,026","9,723,728,052",,"5,309,155.52",#VALUE!,"13,817,417.56",#VALUE!,"2,751,815.04","2,800,433.68","4,200,650.52","544,528.77","2,100,325.26","1,565,520.22","3,451,923.46","6,874,675.73","1,604,415.13", -   , -   ,"262,540.66","-48,618.64","136,132.19","2,965,737.06","15,169,015.76","10,277,980.55","4,988,272.49","6,495,450.34","10,141,848.36","1,828,060.87","9,723,728,052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,2017,2017_10011,일반청사,3,,"국립군산검역소 대산지소 청사 신축공사(건축,기계설비,토목)",864.56,0,0,0,0,0,0,2,210,0,0,"1,083,303,000", - , - , - ,"122,371,000","37,068,000","33,827,000","1,276,569,000",, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,"1,276,569,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,2017,2017_10012,일반청사,3,,TBN제주교통방송 청사 신축공사 (건축),3899.42,4774,951.65,716.1,3.6,14.846,2,4,365,40,자료없음,"7,969,795,797","150,763,443","412,825,894","253,317,368","1,371,959,750","627,467,071","219,389,112","11,005,518,435",,"6,779,399.36","5,942,979.95","17,707,879.16", -   ,"3,323,666.57","5,029,521.92","2,641,324.42","649,325.59","6,262,139.99","2,773,390.65","3,686,848.68","20,701,380.18","1,188,595.99", -   , -   ,"803,402.85","-55,027.59","187,093.81","5,854,935.81","2,091,048.50","8,276,149.86","4,105,058.38","2,740,374.09","5,788,902.70","3,554,782.45","11,005,518,435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,2017,2017_10013,일반청사,3,,김해세무서 밀양지서 신축공사_건축,1768.83,4102,661.01,615.3,3.9,13.6,1,3,365,69,자료없음,"2,604,731,204","295,642,176","316,666,722", - ,"533,689,760","180,183,694","114,654,674","4,045,568,230",,"2,002,556.27","440,966.94","7,193,020.31", -   ,"578,516.26","1,072,075.58","3,588,419.02","1,007,346.49","2,055,148.66","857,660.46","2,305,973.89","4,915,365.40","493,559.32","906,207.28", -   ,"262,961.93", -   , -   ,"335,782.16","2,168,424.57","3,167,679.92","2,136,060.03","1,606,090.59","3,369,958.34", -   ,"4,045,568,230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,2017,2017_10014,일반청사,3,,수도권기상청 청사 신축공사(건축),2519.61,18067,871.92,0,3.9,13.69,0,3,365,53,자료없음,"3,970,225,102","311,996,512","444,808,510","238,918,918","1,167,758,562","291,728,240","147,050,321","6,572,486,165",,"3,996,071.59","2,024,325.74","9,970,461.51","749,263.42","1,077,887.73","1,833,723.64","703,256.02","604,668.73","2,747,299.22","1,229,054.91","2,747,299.22","6,053,259.76","808,415.80", -   , -   ,"729,545.96","-85,442.32","144,594.70","2,260,935.24","4,751,907.50","7,564,931.58","3,292,815.57","2,116,340.55","6,927,400.42","3,496,562.64","6,572,486,165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,2017,2017_10015,일반청사,3,,금강유역환경청 청사 신축사업(건축공사),9162.06,9927.9,2543.59,0,3.9,18.9,1,4,660,132,자료없음,"10,380,261,905","1,645,774,541","1,007,967,706","543,521,167","2,194,014,642","1,174,125,996","540,971,262","17,486,637,219",,"9,670,110.38","2,797,861.96","22,312,949.09","716,952.13","1,591,283.99","4,336,686.03","1,416,417.61","1,381,444.34","6,452,569.13","1,398,930.98","6,557,488.96","16,454,925.62","2,605,508.95","5,176,044.62", -   ,"507,112.48","-349,732.74","209,839.65","3,042,674.88","24,376,372.28","18,780,648.37","13,622,090.39","7,641,660.46","15,545,620.49","8,620,912.15","17,486,637,219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,2017,2017_10016,일반청사,3,,세종시선거관리위원회 청사 건축공사,2426.39,2393,699.9,493.37,4,21.9,1,4,420,27,자료없음,"4,615,169,151","631,771,059","210,009,949","133,929,460","830,139,253","359,071,381","129,658,065","6,909,748,318",,"3,143,935.48","1,008,823.25","3,841,820.06","7,801,105.85","172,743.71","1,637,610.35","12,002,232.83","525,140.87","3,337,408.44","704,794.33","3,606,888.62","4,657,170.37","912,086.78", -   ,"48,368.24","152,014.46", -   ,"186,563.20","3,351,227.93","7,780,376.61","4,885,192.06","3,496,332.65","1,485,595.89","2,632,614.11","1,706,707.83","6,909,748,318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,2017,2017_10017,일반청사,3,,경기남부보훈지청 청사 증축(별관) 건축공사,1240.26,9597,459.91,자료없음,3.9,13.65,0,3,180,4,자료없음,"1,779,885,000", - , - , - ,"151,009,000","68,836,000","34,354,000","2,034,084,000",, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,034,084,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,2017,2017_10018,일반청사,3,,파주등기소(시법원) 신축공사(건축),1892.24,2129.3,465.61,322.98,4.5,16.1,1,4,540,40,자료없음,"2,224,110,945","348,621,627","125,290,847", - ,"660,186,639","323,985,558","151,537,524","3,833,733,140",,"1,947,536.44","348,869.72","7,100,073.78", -   ,"601,896.10","1,353,307.80","2,672,112.00","494,551.58","747,577.96","1,245,963.27","2,181,394.16","2,135,389.36", -   , -   ,"57,506.00","241,525.19","-19,168.67","318,199.85","115,011.99","4,876,508.55","4,949,349.48","3,166,663.57","2,039,546.03","1,767,350.98", -   ,"3,833,733,140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,2017,2017_10019,일반청사,3,,서울남부출입국관리사무소 신축공사,9917,11570,2169.39,2455.43,3.9,22.5,1,5,720,143,자료없음,"9,938,612,262","4,108,130,666","457,563,121","748,400,423","2,805,843,616","1,452,038,310","779,652,094","20,290,240,492",,"9,130,608.22","1,886,992.37","23,435,227.77","1,663,799.72","3,144,987.28","4,321,821.22","14,548,102.43","852,190.10","7,669,710.91","1,886,992.37","11,991,532.13","16,861,189.85","2,637,731.26", -   , -   ,"1,684,089.96","-121,741.44", -   ,"1,927,572.85","37,699,266.83","21,467,074.44","12,640,819.83","10,977,020.11","7,061,003.69","9,536,413.03","20,290,240,492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,2017,2017_10020,일반청사,3,,"한국국토정보공사 경남지역본부 진주지사 사옥 신축공사-건축,기계,토목",2354.58,3390,403.17,575,3.9,22.85,1,5,365,79,내진설계범주(D),"3,274,621,994","252,238,295","268,629,419", - ,"591,084,108","204,656,226","116,765,391","4,707,995,433",,"2,890,709.20","1,459,478.58","9,213,547.06","338,975.67","310,727.70","1,059,298.97","2,038,562.02","621,455.40","3,813,476.30","1,563,054.48","2,707,097.37","4,081,832.04","903,935.12", -   , -   ,"273,063.74", -   , -   ,"753,279.27","3,752,272.36","3,968,840.15","1,751,374.30","1,661,922.39","3,931,176.19", -   ,"4,707,995,433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,2017,2017_10021,일반청사,3,,한국국토정보공사 사옥신축공사,4991.11,4679,1408.94,1157.62,4.8,28.5,1,6,547,51,내진설계범주(D),"6,759,699,951","1,907,951,679","600,457,862","179,380,395","1,414,764,000","626,134,014","377,599,371","11,865,987,272",,"7,392,510.07","1,601,908.28","18,985,579.64","4,639,601.02","878,083.06","3,334,342.42","818,753.12","1,210,330.70","4,117,497.58","2,764,775.03","7,772,221.66","11,023,502.18","1,673,104.21", -   , -   ,"498,371.47","-142,391.85", -   ,"557,701.40","18,392,280.27","10,418,336.82","7,416,242.05","5,137,972.49","7,451,840.01","2,705,445.10","11,865,987,272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,2017,2017_10022,일반청사,3,,국민건강보험공단 진천지사 사옥 신축공사(건축),1444.63,3307,567.95,0,3.9,12.55,0,3,240,41,자료없음,"3,272,093,406","182,815,828","273,080,914","78,773,436","536,270,055","243,949,302","181,266,311","4,768,249,252",,"1,587,827.00","1,764,252.22","5,559,778.63","586,494.66","452,983.68","1,120,538.57","6,804,291.68","557,885.16","1,001,332.34","324,240.95","2,574,854.60","6,866,278.92","224,107.71", -   , -   ,"405,301.19", -   , -   ,"1,535,376.26","2,207,699.40","4,749,176.25","2,870,486.05","2,102,797.92","3,361,615.72","1,025,173.59","4,768,249,252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,2017,2017_10023,일반청사,3,,국민건강보험공단 금산출장소 사옥 신축공사(건축),968.96,1984,603.91,333.52,4.15,13.45,0,2,180,19,자료없음,"1,961,541,000", - , - , - ,"204,565,000","210,933,000","33,365,000","2,410,404,000",, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,410,404,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,2017,2017_10024,일반청사,3,,"한국국토정보공사 여수지사 사옥신축공사(건축,토목,기계,조경)",1210.66,1638,332.38,423.78,3.9,12,1,3,270,28,자료없음,"1,555,889,000", - , - , - ,"217,739,000","125,587,000","53,478,000","1,952,693,000",, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,"1,952,693,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,2017,2017_10025,일반청사,3,,서울남부지방검찰청 별관 증축공사,8374.15,13818.1,1068.76,3384.38,4.2,29.8,2,6,720,32,자료없음,"8,378,009,231","3,410,824,558","2,140,986,950","154,819,496","2,609,820,396","1,131,295,327","482,261,658","18,308,017,616",,"6,389,498.15","6,096,569.87","22,921,638.06","768,936.74","1,318,177.27","3,515,139.38","8,183,683.87","750,628.72","5,144,552.95","1,867,417.80","5,217,785.02","16,550,447.92","1,263,253.22","494,316.48", -   ,"732,320.70", -   , -   ,"732,320.70","36,432,955.06","21,328,840.52","9,575,093.21","5,821,949.60","25,850,920.87","2,105,422.03","18,308,017,616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,2017,2017_10026,일반청사,3,,국민연금 원주사옥 신축 건축공사,1827.39,1426.3,537.61,1426.3,6,18.1,1,3,245,29,자료없음,"1,845,448,000", - , - , - ,"214,834,000","72,479,000","139,991,000","2,272,752,000",, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,"2,272,752,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,2017,2017_10027,일반청사,3,,"긴급상황센터 신축공사(건축,토목,기계설비)",3271,6921.23,1939.47,3420.9,4.8,14.9,1,3,300,20,자료없음,"4,998,225,112","541,901,577","471,915,694","109,081,679","1,410,254,859","885,335,801","216,231,515","8,632,946,237",,"4,161,080.09","1,381,271.40","15,064,491.18",#VALUE!,"1,458,967.91","5,205,666.58","1,502,132.65","828,762.84","4,972,577.03","1,225,878.37","3,280,519.57","9,565,304.43","1,933,779.96", -   , -   ,"224,456.60","-25,898.84", -   ,"8,632.95","7,372,536.09","10,480,396.73","7,243,041.89","2,840,239.31","6,172,556.56","1,433,069.08","8,632,946,237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,2017,2017_10028,일반청사,3,,농림식품기술기획평가원 신청사 건립공사,3841.52,5425.2,1262.08,1384.97,3.9,16.95,1,4,360,53,자료없음,"5,498,027,735","1,426,056,619","169,106,793","281,905,500","1,343,101,034","258,788,299","241,683,019","9,218,668,999",,"4,830,582.56","5,042,611.94","16,658,134.88","1,226,082.98","1,244,520.31","3,060,598.11","1,880,608.48","1,336,707.00","4,083,870.37","2,286,229.91","3,115,910.12","9,910,069.17","1,539,517.72", -   ,"64,530.68","617,650.82", -   , -   ,"1,124,677.62","12,140,987.07","8,794,610.23","3,576,843.57","3,235,752.82","2,092,637.86","4,323,555.76","9,218,668,999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,2017,2017_10029,대형청사,11,,국회 스마트워크센터 및 프레스센터 건립공사,24732.58,333750,6375.4,8241.86,4.5,23.32,1,4,943,193,자료없음,"28,103,517,175","7,445,454,811","2,872,301,194","2,388,287,420","8,065,703,208","6,122,403,101","2,705,425,723","57,703,092,632",,"17,253,224.70","6,982,074.21","29,255,467.96","51,586,564.81","4,616,247.41","6,058,824.73","5,770,309.26","1,615,686.59","9,059,385.54","3,462,185.56","82,111,500.82","71,494,131.77","5,828,012.36","10,848,181.41", -   ,"1,731,092.78", -   , -   ,"16,676,193.77","51,644,267.91","50,432,502.96","50,432,502.96","34,044,824.65","34,621,855.58","31,505,888.58","57,703,092,632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,2017,2017_10030,대형청사,11,,건강보험심사평가원 2사옥 건립공사(건축),52592.24,38385.1,10694.91,8718.35,4.5,52.75,1,9,690,493,0,"54,967,705,145","23,080,534,758","7,851,405,985","3,261,892,216","13,284,388,182","8,660,728,892","5,999,889,009","117,106,544,187",,"58,553,272.09","117,106.54","118,980,248.89","23,889,735.01","9,836,949.71","21,781,817.22","32,555,619.28","11,359,334.79","77,407,425.71","9,836,949.71","69,327,074.16","112,539,388.96","11,125,121.70", -   , -   ,"9,368,523.53", -   ,"4,801,368.31","20,610,751.78","198,612,698.94","106,566,955.21","62,534,894.60","78,578,491.15","85,604,883.80","47,311,043.85","117,106,544,187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
