공종,코드,명칭,규격,단위,CalRevitWall,재료비단가,노무비단가,경비단가,합계단가,RecCost1,RecCost2,산식2,산식3
조적공사,3EAAE120,PF보드(자재),PF보드-70T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAE130,PF보드(자재),PF보드-75T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAE140,PF보드(자재),PF보드-80T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAE150,PF보드(자재),PF보드-85T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAE160,PF보드(자재),PF보드-90T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAE170,PF보드(자재),PF보드-95T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAE180,PF보드(자재),PF보드-100T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAE190,PF보드(자재),PF보드-105T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAE200,PF보드(자재),PF보드-110T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAE210,PF보드(자재),PF보드-115T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAE220,PF보드(자재),PF보드-120T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAE230,PF보드(자재),PF보드-125T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAE240,PF보드(자재),PF보드-130T-벽공간,M2,면적,,,,,,,,
조적공사,3EAAF000,단열재설치(벽공간),압출법-비드법-100T미만,M2,면적,,,,,,,,
조적공사,3EAAF010,단열재설치(벽공간),압출법-비드법-100T이상,M2,면적,,,,,,,,
조적공사,3EAAF020,단열재설치(벽공간),경질우레탄-페놀폼-100T미만,M2,면적,,,,,,,,
조적공사,3EAAF030,단열재설치(벽공간),경질우레탄-페놀폼-100T이상,M2,면적,,,,,,,,
조적공사,3EBAA010,ALC블럭쌓기,75T,M2,면적,,,,,,,,
조적공사,3EBAA020,ALC블럭쌓기,100T,M2,면적,,,,,,,,
조적공사,3EBAA030,ALC블럭쌓기,125T,M2,면적,,,,,,,,
조적공사,3EBAA040,ALC블럭쌓기,150T,M2,면적,,,,,,,,
조적공사,3EBAA050,ALC블럭쌓기,200T,M2,면적,,,,,,,,
조적공사,3EBAA060,ALC수지몰탈바르기,3T,M2,면적,,,,,,,,
조적공사,3EBAA070,우레탄충진,75T,MZ,면적,,,,,,,,
조적공사,3EBAA080,우레탄충진,100T,MZ,면적,,,,,,,,
조적공사,3EBAA090,우레탄충진,125T,MZ,면적,,,,,,,,
조적공사,3EBAA100,우레탄충진,150T,MZ,면적,,,,,,,,
조적공사,3EBAA110,우레탄충진,200T,MZ,면적,,,,,,,,
조적공사,3EAAG340,PVC건식방습벽,,M2,면적,,,,,,,,
조적공사,3EAAG350,T/C 개구부 방호벽,"6""시멘트블럭보강쌓기-7M*7M*1.5M-자+노",EA,,,,,,,,,
,,미 장 공 사,,,,,,,,,,,
미장공사,3FAAA010,시멘트몰탈바르기,내벽11MM(초벌),M2,,,,,,,,,
미장공사,3FAAA020,시멘트몰탈바르기,내벽24MM(초벌),M2,,,,,,,,,
미장공사,3FAAA030,시멘트몰탈바르기,내벽18MM,M2,,,,,,,,,
미장공사,3FAAA040,시멘트몰탈바르기,내벽18MM-지하,M2,,,,,,,,,
미장공사,3FAAA050,시멘트몰탈바르기,내벽18MM-계단,M2,,,,,,,,,
미장공사,3FAAA060,시멘트몰탈바르기,외벽11MM(초벌),M2,,,,,,,,,
미장공사,3FAAA070,시멘트몰탈바르기,외벽11MM(초벌)-롱브릭타일바탕,M2,,,,,,,,,
미장공사,3FAAA080,시멘트몰탈바르기,외벽18MM,M2,,,,,,,,,
미장공사,3FAAA090,시멘트몰탈바르기,외벽24MM,M2,,,,,,,,,
미장공사,3FAAA270,시멘트몰탈바르기,천정15MM,M2,,,,,,,,,
미장공사,3FAAA100,시멘트몰탈바르기,내벽18MM-계단옆면,MZ,,,,,,,,,
미장공사,3FAAA110,창호주위미장,옹벽창호,MZ,,,,,,,,,
미장공사,3FAAA120,창호주위미장,E/V출입구,MZ,,,,,,,,,
미장공사,3FAAA130,창호주위충진,몰탈사춤,MZ,,,,,,,,,
미장공사,3FAAA140,창호주위충진,분합하부-1면 면처리포함,MZ,,,,,,,,,
미장공사,3FAAA150,창호주위충진,우레아폼 사춤,MZ,,,,,,,,,
미장공사,3FAAA160,ELEV.주위충진,,MZ,,,,,,,,,
미장공사,3FAAA170,사춤미장,두겁석하부,MZ,,,,,,,,,
미장공사,3FAAA180,폼타이구멍메우기,,EA,,,,,,,,,
미장공사,3FAAA190,코너비드,,MZ,,,,,,,,,
미장공사,3FAAA200,조인트비드,,MZ,,,,,,,,,
미장공사,3FAAA205,걸레받이비드,,MZ,,,,,,,,,
미장공사,3FAAA210,세대내부손보기,국민이하(35평이하),NR,,,,,,,,,
미장공사,3FAAA220,세대내부손보기,국민초과(60평이하),NR,,,,,,,,,
미장공사,3FAAA230,세대내부손보기,국민초과(60평이상),NR,,,,,,,,,
미장공사,3FAAA240,시멘트몰탈바르기,계단24MM-물흘림방지턱포함,M2,,,,,,,,,
미장공사,3FABB010,시멘트몰탈바르기,방바닥미장-레벨봉포함,M2,,,,,,,,,
미장공사,3FABB015,시멘트몰탈바르기,방바닥미장(차음재60T)-레벨봉포함,M2,,,,,,,,,
미장공사,3FABB018,시멘트몰탈바르기,방바닥미장2회(보급형+차음재)-레벨봉포함,M2,,,,,,,,,
미장공사,3FABB020,욕조하부몰탈타설,30MM,M2,,,,,,,,,
미장공사,3FABB030,구배몰탈,바닥50MM,M2,,,,,,,,,
미장공사,3FABB040,구배몰탈/최하층PIT,바닥50MM,M2,,,,,,,,,
미장공사,3FABB050,구배몰탈,바닥100MM,M2,,,,,,,,,
미장공사,3FABB060,시멘트몰탈채움(노무비),120MM,M2,,,,,,,,,
미장공사,3FACA010,쇠흙손마감,,M2,,,,,,,,,
미장공사,3FACA020,쇠흙손마감/쓰레기보관소,,M2,,,,,,,,,
미장공사,3FACA030,쇠흙손마감,방수바탕용,M2,,,,,,,,,
미장공사,3FACA040,쇠흙손마감,인력,M2,,,,,,,,,
미장공사,3FACA050,쇠흙손마감,층간소음재60T하부,M2,,,,,,,,,
미장공사,3FABC010,층간소음재설치,30T-EVA-측면완충재(10T-H=100)포함/경량1-중량3,M2,,,,,,,,,
미장공사,3FABC020,층간소음재설치,30T-EPS-측면완충재(10T-H=100)포함/경량1-중량3,M2,,,,,,,,,
미장공사,3FABC050,층간소음재설치,30T-EPS-측면완충재(10T-H=100)포함/경량1-중량4,M2,,,,,,,,,
미장공사,3FABC030,층간소음재설치,30T-EPS-측면완충재(10T-H=100)포함/경량1-중량2,M2,,,,,,,,,
미장공사,3FABC040,층간소음재설치,60T-EPS-측면완충재(10T-H=100)포함/경량1-중량2,M2,,,,,,,,,
미장공사,3FABB070,조면처리,인크리트,M2,,,,,,,,,
미장공사,3FABB080,트렌치미장,W=200미만-구배몰탈,MZ,,,,,,,,,
미장공사,3FABB090,트렌치미장,W=200이상-구배몰탈,MZ,,,,,,,,,
미장공사,3FABB100,크랙방지재,,EA,,,,,,,,,
미장공사,3FABB140,계단논스립(SST),W=50-자+노,MZ,,,,,,,,,
미장공사,3FACA060,콘크리트면처리,일반면-내부,M2,,,,,,,,,
미장공사,3FACA090,콘크리트면처리,일반면-외부,M2,,,,,,,,,
미장공사,3FACA110,콘크리트면처리,요철면,M2,,,,,,,,,
미장공사,3FACA130,부분콘트리트면처리,벽지면-그라인딩 및 핀자리 마감,M2,,,,,,,,,
미장공사,3FABB150,액상하드너,,M2,,,,,,,,,
미장공사,3FABB160,액상하드너/쓰레기보관소,,M2,,,,,,,,,
미장공사,3FABB170,경량폴콘크리트,BULK,M3,,,,,,,,,
미장공사,3FABB180,레미탈,BULK-바닥용,TN,,,,,,,,,
미장공사,3FABB181,레미탈,BULK-바닥용,TN,,,,,,,,,
미장공사,3FABB182,레미탈,BULK-바닥용,TN,,,,,,,,,
미장공사,3FABB190,레미탈,BULK-바닥용-고급,TN,,,,,,,,,
미장공사,3FABB191,레미탈,BULK-바닥용-고급,TN,,,,,,,,,
미장공사,3FABB192,레미탈,BULK-바닥용-고급,TN,,,,,,,,,
미장공사,3FAAA250,시멘트,40KG,BG,,,,,,,,,
미장공사,3FAAA251,시멘트,40KG,BG,,,,,,,,,
미장공사,3FAAA252,시멘트,40KG,BG,,,,,,,,,
미장공사,3FABB200,시멘트,BULK-1종,TN,,,,,,,,,
미장공사,3FABB201,시멘트,BULK-1종,TN,,,,,,,,,
미장공사,3FABB202,시멘트,BULK-1종,TN,,,,,,,,,
미장공사,3FACA140,시멘트,2종고로슬래그-콘크리트면처리용,BG,,,,,,,,,
미장공사,3FACA141,시멘트,2종고로슬래그-콘크리트면처리용,BG,,,,,,,,,
미장공사,3FACA142,시멘트,2종고로슬래그-콘크리트면처리용,BG,,,,,,,,,
미장공사,3FAAA260,레미탈,40KG-미장용,BG,,,,,,,,,
미장공사,3FAAA261,레미탈,40KG-미장용,BG,,,,,,,,,
미장공사,3FAAA262,레미탈,40KG-미장용,BG,,,,,,,,,
미장공사,3FACA150,레미탈,40KG-콘크리트면처리용,BG,,,,,,,,,
미장공사,3FACA151,레미탈,40KG-콘크리트면처리용,BG,,,,,,,,,
미장공사,3FACA152,레미탈,40KG-콘크리트면처리용,BG,,,,,,,,,
미장공사,3FABB210,레미콘몰탈,1:03,M3,,,,,,,,,
미장공사,3FABA220,치장줄눈(SAW CUTTING),옥상-코킹포함,MZ,,,,,,,,,
미장공사,3FABA230,치장줄눈(SAW CUTTING),주차장-최하층,MZ,,,,,,,,,
미장공사,3FABA240,치장줄눈(SAW CUTTING),주차장-중간층-코킹포함,MZ,,,,,,,,,
,,방 수 공 사,,,,,,,,,,,
방수공사,3GAAA000,액체방수,,M2,,,,,,,,,
방수공사,3GAAA050,국부방수,,M2,,,,,,,,,
방수공사,3GAAA100,무기질탄성도막방수,건식벽,M2,,,,,,,,,
방수공사,3GAAA150,비노출논탈우레탄,3T,M2,,,,,,,,,
방수공사,3GAAA200,고무아스팔트계복합방수,,M2,,,,,,,,,
방수공사,3GAAA250,끊어치기방수보강(중간층),W=200-고무아스팔트계,MZ,,,,,,,,,
방수공사,3GAAA300,폴리우레아방수,2.0T,M2,,,,,,,,,
방수공사,3GAAA350,우레탄도막방수,노출,M2,,,,,,,,,
방수공사,3GAAA400,우레탄도막방수,비노출,M2,,,,,,,,,
방수공사,3GAAA450,비노출우레탄도막보강,욕실코너 ,MZ,,,,,,,,,
방수공사,3GAAA500,비노출우레탄도막보강,부속동1층외창하부,MZ,,,,,,,,,
방수공사,3GAAA550,트렌치내부방수,,MZ,,,,,,,,,
방수공사,3GAAA600,PVC앵글트렌치,중간층-코킹포함,MZ,,,,,,,,,
방수공사,3GAAA650,경량트렌치,중간층-합벽구간-미장포함,MZ,,,,,,,,,
방수공사,3GAAA700,노출우레탄도막보강,중간층트렌치-80+100,MZ,,,,,,,,,
방수공사,3GAAA750,노출우레탄도막보강,중간층트렌치-100+50+100,MZ,,,,,,,,,
방수공사,3GAAA800,자재인양구방수보강,액체방수+비노출우레탄도막보강,EA,,,,,,,,,
방수공사,3GAAA850,전기트레이주변방수보강,100*100-액체방수+비노출우레탄도막보강,MZ,,,,,,,,,
방수공사,3GAAA900,방근복합방수,,M2,,,,,,,,,
방수공사,3GAAA920,방근복합방수,친환경,M2,,,,,,,,,
방수공사,3GAAA950,방근시트,,M2,,,,,,,,,
방수공사,3GAAB000,보호몰탈,바닥30MM,M2,,,,,,,,,
방수공사,3GAAB050,보호몰탈,벽18MM-재마감무,M2,,,,,,,,,
방수공사,3GAAB250,방수보호판,10MM,M2,,,,,,,,,
방수공사,3GAAB300,방수보호판,20MM,M2,,,,,,,,,
방수공사,3GAAB350,스테인레스후레싱보강,H=450-1.0T-코킹포함,MZ,,,,,,,,,
방수공사,3GAAB400,P.E필름깔기,P.E필름*2겹-자+노,M2,,,,,,,,,
방수공사,3GAAB450,P.E필름벽붙이기/지하외벽,P.E필름*2겹-자+노,M2,,,,,,,,,
방수공사,3GAAB500,압출스치로폴(자재),압출특호-50T-벽붙이기-지하외벽,M2,,,,,,,,,
방수공사,3GAAB550,압출스치로폴(자재),압출특호-30T-벽붙이기-스테인레스후레싱보강부위,M2,,,,,,,,,
방수공사,3GAAB600,배수판,30T(설치포함),M2,,,,,,,,,
방수공사,3GAAB650,배수판,45T(설치포함),M2,,,,,,,,,
방수공사,3GAAB700,배수판,70T(설치포함),M2,,,,,,,,,
방수공사,3GAAB750,시멘트,40KG,BG,,,,,,,,,
방수공사,3GAAB800,시멘트,40KG,BG,,,,,,,,,
방수공사,3GAAB850,시멘트,40KG,BG,,,,,,,,,
방수공사,3GBAA000,방수코킹,10*10 창호주위,MZ,,,,,,,,,
방수공사,3GBAA050,방수코킹,거울주위,MZ,,,,,,,,,
방수공사,3GBAA100,방수코킹,세면대,MZ,,,,,,,,,
방수공사,3GBAA150,방수코킹,욕조,MZ,,,,,,,,,
방수공사,3GBAA200,방수코킹,주방가구주위,MZ,,,,,,,,,
방수공사,3GBAA250,방수코킹,타일인코너부위,MZ,,,,,,,,,
방수공사,3GBAA300,방수코킹,욕실천정,MZ,,,,,,,,,
방수공사,3GBAA350,방수코킹,하향식피난구주위,MZ,,,,,,,,,
방수공사,3GBAA400,일반코킹,PD철판주위,MZ,,,,,,,,,
방수공사,3GBAA450,일반코킹,조적부주위,MZ,,,,,,,,,
방수공사,3GBAA500,일반코킹,EV문틀주위,MZ,,,,,,,,,
방수공사,3GBAA550,일반코킹,발코니칸막이 주위,MZ,,,,,,,,,
방수공사,3GBAA600,일반코킹,발코니합지벽면,MZ,,,,,,,,,
방수공사,3GBAA650,일반코킹,발코니천정,MZ,,,,,,,,,
방수공사,3GBAA700,일반코킹,DRY WALL 주위,MZ,,,,,,,,,
방수공사,3GBAA750,일반코킹,아트월이질재주위,MZ,,,,,,,,,
방수공사,3GBAA800,일반코킹,현관창고바닥,MZ,,,,,,,,,
방수공사,3GBAA850,일반코킹,E/V홀천정,MZ,,,,,,,,,
방수공사,3GBAA900,일반코킹,CRC보드인코너,MZ,,,,,,,,,
방수공사,3GBAA950,일반코킹,공용부-타일인코너,MZ,,,,,,,,,
방수공사,3GBAB000,일반코킹,전실제연급기댐퍼주위,MZ,,,,,,,,,
방수공사,3GBAB050,방화코킹,세대칸막이주위,MZ,,,,,,,,,
방수공사,3GBAB100,방화코킹,DRY WALL 주위,MZ,,,,,,,,,
방수공사,3GBAB150,방화코킹,블럭골조조인트,MZ,,,,,,,,,
방수공사,3GBAB200,옥상코킹,,MZ,,,,,,,,,
,,타 일 공 사,,,,,,,,,,,
타일공사,3HAAC010,자기질바닥타일,,M2,,,,,,,,,
타일공사,3HAAC020,자기질바닥타일,부속동,M2,,,,,,,,,
타일공사,3HAAC030,자기질바닥타일(논슬립),부속동-화장실,M2,,,,,,,,,
타일공사,3HAAC040,계단바닥타일,,M2,,,,,,,,,
타일공사,3HAAC050,계단바닥타일,평판,M2,,,,,,,,,
타일공사,3HAAC060,계단바닥타일,디딤판,M2,,,,,,,,,
타일공사,3HAAC070,계단바닥타일,챌판,M2,,,,,,,,,
타일공사,3HAAC080,공용바닥타일,600*600,M2,,,,,,,,,
타일공사,3HAAA010,자기질벽타일,,M2,,,,,,,,,
타일공사,3HAAA020,자기질벽타일,부속동,M2,,,,,,,,,
타일공사,3HAAA030,자기질벽타일,부속동-화장실,M2,,,,,,,,,
타일공사,3HAAA040,도기질벽타일,,M2,,,,,,,,,
타일공사,3HAAA050,폴리싱벽타일,,M2,,,,,,,,,
타일공사,3HAAA060,폴리싱벽타일,부속동,M2,,,,,,,,,
타일공사,3HAAA070,폴리싱벽타일,부속동-화장실,M2,,,,,,,,,
타일공사,3HAAA080,폴리싱벽타일,공용부-600*600,M2,,,,,,,,,
타일공사,3HAAA055,포세린벽타일,,M2,,,,,,,,,
타일공사,3HAAA065,포세린벽타일,부속동,M2,,,,,,,,,
타일공사,3HAAA075,포세린벽타일,부속동-화장실,M2,,,,,,,,,
타일공사,3HAAA085,포세린벽타일,공용부-600*600,M2,,,,,,,,,
타일공사,3HAAC100,현관바닥타일/타입,(모델)-(규격)-(제조사),M2,,,,,,,,,
타일공사,3HAAC200,거실(OR 주방)바닥타일/타입,(모델)-(규격)-(제조사),M2,,,,,,,,,
타일공사,3HAAC300,공용욕실바닥타일/타입,(모델)-(규격)-(제조사),M2,,,,,,,,,
타일공사,3HAAC400,부부욕실바닥타일/타입,(모델)-(규격)-(제조사),M2,,,,,,,,,
타일공사,3HAAC500,공용욕실바닥타일/타입,(모델)-(규격)-(제조사),M2,,,,,,,,,
타일공사,3HAAC600,부부욕실바닥타일/타입,(모델)-(규격)-(제조사),M2,,,,,,,,,
타일공사,3HAAC700,발코니바닥타일/타입,(모델)-(규격)-(제조사),M2,,,,,,,,,
타일공사,3HAAA100,아트월벽타일/타입,(모델)-(규격)-(제조사),M2,,,,,,,,,
타일공사,3HAAA200,주방벽타일/타입,(모델)-(규격)-(제조사),M2,,,,,,,,,
타일공사,3HAAA300,공용욕실벽타일/타입,(모델)-(규격)-(제조사),M2,,,,,,,,,
타일공사,3HAAA400,부부욕실벽타일/타입,(모델)-(규격)-(제조사),M2,,,,,,,,,
타일공사,3HAAA500,공용욕실벽타일/타입,(모델)-(규격)-(제조사),M2,,,,,,,,,
타일공사,3HAAA600,부부욕실벽타일/타입,(모델)-(규격)-(제조사),M2,,,,,,,,,
타일공사,3HAAA650,개방형발코니/테라스바닥 타일,(모델)-(규격)-(제조사),M2,,,,,,,,,
타일공사,3HAAD020,바닥타일붙이기,압착-부속동-부자재포함,M2,,,,,,,,,
타일공사,3HAAD030,바닥타일붙이기,압착-상가-부자재포함,M2,,,,,,,,,
타일공사,3HAAD040,바닥타일붙이기,개량압착-부속동-부자재포함,M2,,,,,,,,,
타일공사,3HAAD050,바닥타일붙이기,개량압착-상가-부자재포함,M2,,,,,,,,,
타일공사,3HAAD060,바닥타일붙이기,압착-공용부-부자재포함,M2,,,,,,,,,
타일공사,3HAAD070,바닥타일붙이기,개량압착-공용부-부자재포함,M2,,,,,,,,,
타일공사,3HAAD080,바닥타일붙이기,압착-현관-부자재포함,M2,,,,,,,,,
타일공사,3HAAD090,바닥타일붙이기,압착-욕실-부자재포함,M2,,,,,,,,,
타일공사,3HAAD100,바닥타일붙이기,압착-발코니-부자재포함,M2,,,,,,,,,
타일공사,3HAAD110,바닥타일붙이기,개량압착-거실-코킹포함-부자재포함,M2,,,,,,,,,
타일공사,3HAAD120,바닥타일붙이기,개량압착-욕실-부자재포함,M2,,,,,,,,,
타일공사,3HAAD130,바닥타일붙이기,개량압착-현관-부자재포함,M2,,,,,,,,,
타일공사,3HAAD140,바닥타일붙이기,개량압착-개방형발코니-부자재포함,M2,,,,,,,,,
타일공사,3HAAD150,계단바닥타일붙이기,평판-디딤판-챌판-부자재포함,M2,,,,,,,,,
타일공사,3HAAD160,바닥타일붙이기/샘플하우스,압착-현관-부자재포함,M2,,,,,,,,,
타일공사,3HAAD170,바닥타일붙이기/샘플하우스,압착-욕실-부자재포함,M2,,,,,,,,,
타일공사,3HAAD180,바닥타일붙이기/샘플하우스,압착-발코니-부자재포함,M2,,,,,,,,,
타일공사,3HAAD190,바닥타일붙이기/샘플하우스,개량압착-욕실-부자재포함,M2,,,,,,,,,
타일공사,3HAAD200,바닥타일붙이기/샘플하우스,개량압착-현관-부자재포함,M2,,,,,,,,,
타일공사,3HAAB010,벽타일붙이기,떠붙임-부자재포함,M2,,,,,,,,,
타일공사,3HAAB020,벽타일붙이기,폴리머 배면보강 개량 떠붙임-부자재포함,M2,,,,,,,,,
타일공사,3HAAB030,벽타일붙이기/샘플하우스,떠붙임-부자재포함,M2,,,,,,,,,
타일공사,3HAAB040,벽타일붙이기,압착-부속동-부자재포함,M2,,,,,,,,,
타일공사,3HAAB050,벽타일붙이기,본드-부속동-부자재포함,M2,,,,,,,,,
타일공사,3HAAB060,벽타일붙이기,공용부-에폭시본드(습식벽)-부자재포함,M2,,,,,,,,,
타일공사,3HAAB070,벽타일붙이기,공용부-에폭시본드(건식벽)-부자재포함,M2,,,,,,,,,
타일공사,3HAAB080,벽타일붙이기,압착대형-주방-부자재포함,M2,,,,,,,,,
타일공사,3HAAB090,벽타일붙이기,압착대형-욕실-부자재포함,M2,,,,,,,,,
타일공사,3HAAB100,벽타일붙이기,본드대형-주방-부자재포함,M2,,,,,,,,,
타일공사,3HAAB110,벽타일붙이기,본드대형-욕실-부자재포함,M2,,,,,,,,,
타일공사,3HAAB120,벽타일붙이기,거실-에폭시본드(습식벽)-부자재포함,M2,,,,,,,,,
타일공사,3HAAB130,벽타일붙이기,거실-에폭시본드(건식벽)-부자재포함,M2,,,,,,,,,
타일공사,3HAAB140,벽타일붙이기,욕실-에폭시본드(습식벽)-부자재포함,M2,,,,,,,,,
타일공사,3HAAB150,벽타일붙이기,욕실-에폭시본드(건식벽)-부자재포함,M2,,,,,,,,,
타일공사,3HAAB160,벽타일붙이기,주방-에폭시본드(습식벽)-부자재포함,M2,,,,,,,,,
타일공사,3HAAB170,벽타일붙이기,주방-에폭시본드(건식벽)-부자재포함,M2,,,,,,,,,
타일공사,3HAAB180,롱브릭벽타일붙이기,공용부-자+노-부자재포함,M2,,,,,,,,,
타일공사,3HAAB190,롱브릭벽타일붙이기,부속동-자+노-부자재포함,M2,,,,,,,,,
타일공사,3HAAB200,벽타일붙이기/샘플하우스,거실-에폭시본드(습식벽)-부자재포함,M2,,,,,,,,,
타일공사,3HAAB210,벽타일붙이기/샘플하우스,거실-에폭시본드(건식벽)-부자재포함,M2,,,,,,,,,
타일공사,3HAAB220,벽타일붙이기/샘플하우스,욕실-에폭시본드(습식벽)-부자재포함,M2,,,,,,,,,
타일공사,3HAAB230,벽타일붙이기/샘플하우스,욕실-에폭시본드(건식벽)-부자재포함,M2,,,,,,,,,
타일공사,3HAAB240,벽타일붙이기/샘플하우스,주방-에폭시본드(습식벽)-부자재포함,M2,,,,,,,,,
타일공사,3HAAB250,벽타일붙이기/샘플하우스,주방-에폭시본드(건식벽)-부자재포함,M2,,,,,,,,,
타일공사,3HAAB260,PVC재료분리대,타일벽-자+노,MZ,,,,,,,,,
타일공사,3HAAD210,PVC재료분리대,부속동-자+노,MZ,,,,,,,,,
타일공사,3HAAB270,SST재료분리대/공용부,타일벽-자+노,MZ,,,,,,,,,
타일공사,3HAAD220,PVC발코니턱재료분리대,W*H-자+노,MZ,,,,,,,,,
타일공사,3HAAD230,황동줄눈재료분리대(바닥),,MZ,,,,,,,,,
타일공사,3HAAC810,레미탈,BULK-바닥용,TN,,,,,,,,,
타일공사,3HAAC820,레미탈,BULK-바닥용,TN,,,,,,,,,
타일공사,3HAAC830,레미탈,BULK-바닥용,TN,,,,,,,,,
타일공사,3HAAA700,시멘트,40KG,BG,,,,,,,,,
타일공사,3HAAA710,시멘트,40KG,BG,,,,,,,,,
타일공사,3HAAA720,시멘트,40KG,BG,,,,,,,,,
타일공사,3HAAD240,모래,,M3,,,,,,,,,
타일공사,3HAAA730,레미탈,40KG-타일용,BG,,,,,,,,,
타일공사,3HAAA740,레미탈,40KG-타일용,BG,,,,,,,,,
타일공사,3HAAA750,레미탈,40KG-타일용,BG,,,,,,,,,
타일공사,3HAAC840,레미콘몰탈,1:03,M3,,,,,,,,,
타일공사,3HAAD250,점형블럭,300*300-타일면,EA,,,,,,,,,
타일공사,3HAAD260,점형블럭,300*300-석재면,EA,,,,,,,,,
,,석  공  사,,,,,,,,,,,
석공사,3IAAA010,포천석물갈기,바닥-자재-30T,M2,,,,,,,,,
석공사,3IAAA020,포천석물갈기,벽-자재-30T,M2,,,,,,,,,
석공사,3IAAA030,포천석물갈기,벽-자재-30T-BACK FRAME별도,M2,,,,,,,,,
석공사,3IAAA040,포천석버너구이,바닥-자재-30T,M2,,,,,,,,,
